25.059924,121.622767,837,1.16,5.6,81,77,34,34
25.0600854,121.6226571,845,1.17,5.7,81,77,34.8,34.8
25.0602402,121.6225444,853,1.19,5.7,81,77,35.8,35.8
25.0603838,121.6224123,861,1.2,5.7,81,77,36.8,36.8
25.0605264,121.6222651,869,1.21,5.7,81,77,36.4,36.4
25.0606771,121.6221223,877,1.23,5.8,81,77,35.2,35.2
25.0608399,121.6219883,886,1.24,5.8,82,78,33.8,33.8
25.0608936,121.621938,889,1.24,5.8,81,77,32.8,32.8
25.0610438,121.6218157,897,1.26,5.8,81,77,32,32
25.0611748,121.6216613,905,1.27,5.8,80,76,34,34
25.0613043,121.6215105,913,1.28,5.8,79,75,34,34
25.0614319,121.6213619,921,1.3,5.8,78,74,38.2,38.2
25.0615685,121.621218,929,1.31,5.8,79,75,41.4,41.4
25.0617021,121.6210606,937,1.32,5.8,80,76,43.2,43.2
25.0618624,121.6209466,945,1.34,5.9,80,76,42.6,42.6
25.0620103,121.6207979,953,1.35,5.9,81,77,41.8,41.8
25.0621612,121.6206855,961,1.36,5.9,80,76,39.8,39.8
25.0623138,121.6205475,970,1.38,5.9,80,76,39.4,39.4
25.0624667,121.6204244,978,1.39,5.8,80,76,38.8,38.8
25.0626224,121.6203001,987,1.4,5.8,79,75,35.8,35.8
25.0626646,121.6202843,989,1.4,5.8,79,75,35.2,35.2
25.0627127,121.6202781,991,1.41,5.8,80,76,35,35
25.0628673,121.6201349,1000,1.42,5.7,81,77,31.4,31.4
25.062997,121.6199973,1008,1.43,5.7,81,77,28.2,28.2
25.0630531,121.6197948,1017,1.45,5.7,81,77,24,24
25.0631476,121.6196198,1026,1.46,5.6,79,75,19.6,19.6
25.0632686,121.6195188,1033,1.47,5.5,80,76,18.4,18.4
25.0633425,121.6194209,1038,1.48,5.5,80,76,19,19
25.0633495,121.6193972,1039,1.48,5.5,79,75,18.4,18.4
25.0634625,121.6192434,1047,1.49,5.5,79,75,18.2,18.2
25.0635875,121.619072,1056,1.51,5.5,79,75,19.2,19.2
25.063715,121.6189063,1065,1.52,5.5,80,76,19.2,19.2
25.0638311,121.6187248,1074,1.53,5.5,80,76,19.4,19.4
25.0639308,121.6185384,1083,1.55,5.5,81,77,20,20
25.0640136,121.6183538,1091,1.56,5.5,80,76,19.6,19.6
25.0641108,121.6181563,1100,1.58,5.5,81,77,20.6,20.6
25.0641986,121.6179519,1109,1.59,5.5,79,75,21,21
25.0642727,121.6177658,1117,1.6,5.6,79,75,23,23
25.0642879,121.6177154,1120,1.61,5.6,79,75,23.2,23.2
25.0642641,121.617797,1124,1.61,5.6,79,75,22.4,22.4
25.0642043,121.6179986,1132,1.62,5.6,79,75,23.8,23.8
25.0641305,121.6181876,1140,1.64,5.6,80,76,26,26
25.064047,121.6183783,1148,1.65,5.7,79,75,29.2,29.2
25.0639592,121.6185521,1156,1.66,5.7,79,75,30.2,30.2
25.0638756,121.6187295,1164,1.68,5.7,79,75,31.8,31.8
25.0637927,121.6189089,1172,1.69,5.7,80,76,32.4,32.4
25.0636899,121.6190735,1180,1.7,5.7,79,75,31.4,31.4
25.0635788,121.6192335,1188,1.71,5.7,79,75,32.2,32.2
25.0634768,121.6193998,1196,1.73,5.7,81,77,33.4,33.4
25.0633493,121.619542,1204,1.74,5.7,80,76,36,36
25.0632216,121.619702,1213,1.75,5.7,81,77,38.2,38.2
25.0631149,121.6198766,1222,1.77,5.6,81,77,41.2,41.2
25.0630368,121.6200624,1230,1.78,5.7,81,81,39.8,39.8
25.0629945,121.6201326,1234,1.78,5.7,80,80,39.4,39.4
25.0628298,121.6202715,1243,1.8,5.6,80,80,38,38
25.0627111,121.6203607,1250,1.81,5.6,80,80,36.4,36.4
25.0625277,121.6204474,1259,1.82,5.6,81,81,32,32
25.0623725,121.6205767,1267,1.83,5.6,82,82,31,31
25.0622407,121.6207144,1275,1.85,5.7,81,81,30.8,30.8
25.0621041,121.6208601,1284,1.86,5.7,79,79,31.6,31.6
25.0620528,121.6209063,1287,1.86,5.7,80,80,32.4,32.4
25.0618886,121.6210377,1296,1.88,5.6,81,81,33.2,33.2
25.0617488,121.6211745,1305,1.89,5.6,80,80,32.4,32.4
25.061599,121.6213129,1314,1.91,5.6,81,81,33.2,33.2
25.0614723,121.6214553,1322,1.92,5.6,81,83,31.8,31.8
25.061341,121.6216074,1330,1.93,5.6,80,82,30.6,30.6
25.0611996,121.6217582,1338,1.94,5.6,79,81,31.2,31.2
25.0610422,121.6218951,1347,1.96,5.7,80,82,32,32
25.0608965,121.6220398,1356,1.97,5.7,81,83,32.2,32.2
25.0607566,121.6221819,1365,1.98,5.6,80,82,34,34
25.0606127,121.6223288,1374,2,5.6,80,82,33.8,33.8
25.0604532,121.6224701,1383,2.01,5.6,79,81,33,33
25.0603039,121.6225885,1391,2.03,5.6,79,81,35,35
25.0601436,121.6227156,1400,2.04,5.6,78,80,32,32
25.0601246,121.622726,1401,2.04,5.6,78,80,31.2,31.2
25.0599537,121.6228376,1410,2.05,5.6,79,81,28,28
25.0598145,121.6229686,1419,2.07,5.6,79,81,27.8,27.8
25.059657,121.6231046,1429,2.08,5.5,79,81,28.2,28.2
25.0594887,121.6232171,1438,2.09,5.4,79,81,28,28
25.0593098,121.6233132,1448,2.11,5.4,80,82,25,25
25.0591483,121.6234362,1457,2.12,5.3,81,83,23.6,23.6
25.0589721,121.6235394,1466,2.13,5.3,81,83,24.6,24.6
25.0588981,121.6235866,1470,2.14,5.3,81,83,25.6,25.6
25.0588055,121.6236702,1475,2.15,5.3,80,82,26.6,26.6
25.0586559,121.6237899,1483,2.16,5.4,81,83,28,28
25.0584878,121.6239072,1492,2.18,5.5,81,83,27.8,27.8
25.0583222,121.6240132,1501,2.19,5.5,81,83,27,27
25.0582315,121.6240685,1506,2.2,5.5,81,83,26.2,26.2
25.058079,121.6241838,1515,2.21,5.4,79,81,25.2,25.2
25.0579263,121.6243279,1524,2.22,5.4,80,82,24.2,24.2
25.0577777,121.6244646,1533,2.24,5.4,80,82,24.2,24.2
25.057617,121.6245822,1542,2.25,5.4,81,83,25.2,25.2
25.057445,121.6246884,1551,2.26,5.4,81,83,24.4,24.4
25.0572804,121.6248028,1560,2.28,5.4,81,83,24.6,24.6
25.0571185,121.6249053,1569,2.29,5.4,82,84,25.6,25.6
25.0569561,121.6249925,1578,2.3,5.4,81,83,25.2,25.2
25.0567992,121.6250945,1587,2.31,5.3,80,82,25.8,25.8
25.0566367,121.6252043,1596,2.33,5.2,81,83,26.2,26.2
25.0564776,121.6253007,1605,2.34,5.2,81,83,25.2,25.2
25.0563154,121.6254016,1614,2.35,5.2,81,83,24.6,24.6
25.0561528,121.6255144,1623,2.37,5.2,81,83,24.8,24.8
25.0559984,121.6256218,1632,2.38,5.2,79,81,23.4,23.4
25.0558391,121.6257287,1641,2.39,5.2,80,82,19.8,19.8
25.0556656,121.6258416,1650,2.4,5.2,81,83,18.4,18.4
25.0555215,121.6259811,1659,2.42,5.2,81,83,19.4,19.4
25.0553884,121.6261251,1667,2.43,5.3,80,82,22.8,22.8
25.055285,121.6263022,1675,2.44,5.4,81,83,25.4,25.4
25.0551648,121.6264547,1684,2.46,5.5,81,83,27,27
25.0551541,121.6264737,1685,2.46,5.5,81,83,27.2,27.2
25.0551221,121.6265755,1690,2.47,5.5,81,83,28.2,28.2
25.0550837,121.6267868,1699,2.48,5.4,81,83,28.4,28.4
25.0550773,121.6269019,1707,2.49,5.3,80,82,29.8,29.8
25.0550925,121.6271296,1720,2.5,7.3,81,83,30.8,30.8
25.0550918,121.6271935,1722,2.5,8.5,81,83,29.4,29.4
25.0552008,121.6273963,1730,2.52,7.9,80,82,33,33
25.0552487,121.6276021,1738,2.53,7.4,81,83,35.4,35.4
25.0553104,121.6278011,1747,2.54,6.7,81,83,32.6,32.6
25.0554103,121.6279684,1756,2.56,6.1,80,82,29.2,29.2
25.0555359,121.628136,1766,2.57,5.6,81,83,25.8,25.8
25.0556817,121.6282549,1775,2.58,5.4,81,83,22.2,22.2
25.055835,121.6283646,1783,2.6,5.2,83,85,21.8,21.8
25.055967,121.6284438,1791,2.61,5.3,84,86,22.8,22.8
25.0560062,121.628455,1901,2.61,5,84,86,27.4,27.4
25.0561597,121.6285764,1911,2.62,5.1,81,83,26.6,26.6
25.0563365,121.6286554,1920,2.63,5.2,82,84,27,27
25.0565239,121.6287317,1929,2.65,5.1,82,84,27.6,27.6
25.0567088,121.6287706,1937,2.66,5.4,82,84,27.8,27.8
25.0569112,121.6287874,1946,2.67,5.6,81,83,29.6,29.6
25.0571058,121.6288253,1955,2.69,5.6,81,83,32.8,32.8
25.0572966,121.6288985,1963,2.7,5.6,83,85,30.6,30.6
25.0574782,121.6289586,1971,2.71,5.9,82,84,30.2,30.2
25.057672,121.6289956,1980,2.73,5.8,81,83,31.8,31.8
25.0578577,121.6290568,1989,2.74,5.6,81,83,30.4,30.4
25.0580429,121.6290981,1997,2.75,5.6,81,83,29.4,29.4
25.0582105,121.6291763,2005,2.77,5.6,82,84,28.8,28.8
25.0583987,121.6292526,2015,2.78,5.5,81,83,30,30
25.0585763,121.6293239,2024,2.79,5.4,81,83,28.8,28.8
25.058746,121.629408,2032,2.81,5.4,80,82,28.6,28.6
25.058913,121.6294828,2040,2.82,5.5,81,83,28.6,28.6
25.0590929,121.6295705,2049,2.83,5.6,80,82,27.8,27.8
25.0592581,121.6296616,2057,2.84,5.5,81,83,26.4,26.4
25.059427,121.6297554,2066,2.86,5.5,81,83,26.8,26.8
25.0595987,121.6298407,2074,2.87,5.5,81,83,26.8,26.8
25.0597712,121.6299173,2083,2.88,5.5,81,83,25.6,25.6
25.0599516,121.6300043,2092,2.9,5.5,83,85,24.8,24.8
25.0601316,121.630095,2101,2.91,5.5,82,84,25.2,25.2
25.0602957,121.6301932,2110,2.92,5.5,81,83,25.6,25.6
25.060472,121.6302865,2119,2.94,5.4,82,84,25,25
25.0605255,121.630327,2122,2.94,5.4,81,83,24.8,24.8
25.0606906,121.6304406,2131,2.95,5.4,81,83,23.4,23.4
25.0608601,121.6305409,2139,2.97,5.4,82,84,21,21
25.0610122,121.6306699,2147,2.98,5.5,82,85,19,19
25.0611785,121.63079,2155,2.99,5.6,81,83,18,18
25.0613396,121.6308985,2163,3.01,5.7,82,84,15.4,15.4
25.0615103,121.6310057,2172,3.02,5.8,84,86,14,14
25.0616751,121.6311298,2180,3.03,5.8,82,84,13.4,13.4
25.0618407,121.6312576,2188,3.05,5.8,82,84,12.8,12.8
25.0619706,121.6314301,2196,3.06,5.9,81,83,17.6,17.6
25.0621137,121.6315808,2204,3.08,6,82,84,21,21
25.0622529,121.6317356,2213,3.09,6,81,83,21.6,21.6
25.0623868,121.6318924,2222,3.1,5.9,81,83,23,23
25.0624411,121.6319488,2225,3.11,5.9,81,85,23,23
25.0625577,121.6321045,2233,3.12,5.9,82,84,22.4,22.4
25.0626893,121.6322607,2241,3.13,5.9,81,83,22.6,22.6
25.0628396,121.6324102,2250,3.15,5.9,80,82,22.4,22.4
